	Kingdom	Phylum	Class	Order	Family	Genus	
OTU_1497	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	
OTU_1498	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Unassign	
OTU_1499	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Unassign	Unassign	
OTU_1500	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	Acidaminobacter	
OTU_1501	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Unassign	
OTU_1502	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Amnipila	
OTU_1503	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax	
OTU_1504	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group	
OTU_1505	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_UCG-001	
OTU_1506	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	
OTU_1507	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	
OTU_1508	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_nodatum_group	
OTU_1509	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_saphenum_group	
OTU_1510	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Unassign	
OTU_1511	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Caminicella	
OTU_1512	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Paramaledivibacter	
OTU_1513	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	
OTU_1514	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Unassign	
OTU_1515	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	
OTU_1516	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Filifactor	
OTU_1517	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	
OTU_1518	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium	
OTU_1519	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	
OTU_1520	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoanaerobacter	
OTU_1521	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium	
OTU_1522	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcaceae	
OTU_1523	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	
OTU_1524	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Proteocatella	
OTU_1525	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
OTU_1526	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Sporacetigenium	
OTU_1527	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	
OTU_1528	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Unassign	
OTU_1529	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Unassign	
OTU_1530	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Alkaliphilus	
OTU_1531	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Anaerococcus	
OTU_1532	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Anaerosalibacter	
OTU_1533	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Ezakiella	
OTU_1534	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Fenollaria	
OTU_1535	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Finegoldia	
OTU_1536	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Gallicola	
OTU_1537	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Gottschalkia	
OTU_1538	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	JTB215	
OTU_1539	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Keratinibaculum	
OTU_1540	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Murdochiella	
OTU_1541	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Parvimonas	
OTU_1542	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Peptoniphilus	
OTU_1543	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Soehngenia	
OTU_1544	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Tepidimicrobium	
OTU_1545	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Tissierella	
OTU_1546	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	W5053	
OTU_1547	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Unassign	
OTU_1548	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Proteiniboraceae	Proteiniborus	
OTU_1549	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	
OTU_1550	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Unassign	
OTU_1551	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Anaerosolibacter	
OTU_1552	Bacteria	Firmicutes	Clostridia	Proteinivoracales	Unassign	Unassign	
OTU_1553	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	
OTU_1554	Bacteria	Firmicutes	Clostridia	Unassign	Unassign	Unassign	
OTU_1555	Bacteria	Firmicutes	D8A-2	D8A-2	D8A-2	D8A-2	
OTU_1556	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Unassign	Unassign	
OTU_1557	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Unassign	
OTU_1558	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium	
OTU_1559	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	
OTU_1560	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriales	Candidatus_Dichloromethanomonas	
OTU_1561	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	Heliobacteriaceae	
OTU_1562	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	Unassign	
OTU_1563	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Dehalobacter	
OTU_1564	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Unassign	Unassign	
OTU_1565	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfallas-Sporotomaculum	BRH-c8a	
OTU_1566	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfallas-Sporotomaculum	Desulfallas-Sporotomaculum	
OTU_1567	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Unassign	
OTU_1568	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Cryptanaerobacter	
OTU_1569	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfofarcimen	
OTU_1570	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfohalotomaculum	
OTU_1571	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfotomaculum	
OTU_1572	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Desulfurispora	
OTU_1573	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales	Pelotomaculum	
OTU_1574	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Unassign	Unassign	
OTU_1575	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	
OTU_1576	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Unassign	
OTU_1577	Bacteria	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	
OTU_1578	Bacteria	Firmicutes	Incertae_Sedis	DTU014	DTU014	DTU014	
OTU_1579	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	
OTU_1580	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochordaceae	
OTU_1581	Bacteria	Firmicutes	Limnochordia	Limnochordales	Unassign	Unassign	
OTU_1582	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	
OTU_1583	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Limnochordia	
OTU_1584	Bacteria	Firmicutes	Limnochordia	M55-D21	M55-D21	M55-D21	
OTU_1585	Bacteria	Firmicutes	Limnochordia	MBA03	MBA03	MBA03	
OTU_1586	Bacteria	Firmicutes	Moorellia	Desulfitibacterales	Desulfitibacteraceae	Desulfitibacter	
OTU_1587	Bacteria	Firmicutes	Moorellia	Moorellales	Moorellaceae	Moorella	
OTU_1588	Bacteria	Firmicutes	Negativicutes	Unassign	Unassign	Unassign	
OTU_1589	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	
OTU_1590	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	
OTU_1591	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	
OTU_1592	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Unassign	
OTU_1593	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Unassign	Unassign	
OTU_1594	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Unassign	
OTU_1595	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	
OTU_1596	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	
OTU_1597	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Mitsuokella	
OTU_1598	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Propionispira	
OTU_1599	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Quinella	
OTU_1600	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	
OTU_1601	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Zymophilus	
OTU_1602	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Unassign	
OTU_1603	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Unassign	
OTU_1604	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Acetonema	
OTU_1605	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaeromusa-Anaeroarcus	
OTU_1606	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosinus	
OTU_1607	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	
OTU_1608	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerosporomusa	
OTU_1609	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	
OTU_1610	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Sporomusa	
OTU_1611	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Unassign	
OTU_1612	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Allisonella	
OTU_1613	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus	
OTU_1614	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	
OTU_1615	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	
OTU_1616	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU_1617	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Unassign	Unassign	
OTU_1618	Bacteria	Firmicutes	Negativicutes	Unassign	Unassign	Unassign	
OTU_1619	Bacteria	Firmicutes	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	Unassign	
OTU_1620	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Unassign	Unassign	
OTU_1621	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Unassign	
OTU_1622	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Symbiobacterium	
OTU_1623	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Unassign	
OTU_1624	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Unassign	
OTU_1625	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora	
OTU_1626	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	
OTU_1627	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Unassign	
OTU_1628	Bacteria	Firmicutes	Thermacetogenia	Thermacetogeniales	Thermacetogeniaceae	Syntrophaceticus	
OTU_1629	Bacteria	Firmicutes	Thermacetogenia	Thermacetogeniales	Thermacetogeniaceae	Thermacetogenium	
OTU_1630	Bacteria	Firmicutes	Thermaerobacteria	Thermaerobacterales	Thermaerobacteraceae	Thermaerobacter	
OTU_1631	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Brockia	
OTU_1632	Bacteria	Firmicutes	Thermovenabulia	Thermovenabulales	Thermovenabulales	Tepidanaerobacter	
OTU_1633	Bacteria	Firmicutes	Thermovenabulia	Thermovenabulales	Thermovenabulales	Thermovenabulum	
OTU_1634	Bacteria	Firmicutes	Unassign	Unassign	Unassign	Unassign	
OTU_1635	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Unassign	
OTU_1636	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	
OTU_1637	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU_1638	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter	
OTU_1639	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	
OTU_1640	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
OTU_1641	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	
OTU_1642	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	
OTU_1643	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Unassign	
OTU_1644	Bacteria	GAL15	GAL15	GAL15	GAL15	GAL15	
OTU_1645	Bacteria	GN01	GN01	GN01	GN01	GN01	
OTU_1646	Bacteria	Gemmatimonadota	Unassign	Unassign	Unassign	Unassign	
OTU_1647	Bacteria	Gemmatimonadota	AKAU4049	AKAU4049	AKAU4049	AKAU4049	
OTU_1648	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	BD2-11_terrestrial_group	
OTU_1649	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassign	
OTU_1650	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_1651	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	
OTU_1652	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassign	
OTU_1653	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Unassign	
OTU_1654	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae	
OTU_1655	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	
OTU_1656	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	
OTU_1657	Bacteria	Gemmatimonadota	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group	
OTU_1658	Bacteria	Gemmatimonadota	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	S0134_terrestrial_group	
OTU_1659	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella	
OTU_1660	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Orenia	
OTU_1661	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Unassign	
OTU_1662	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Unassign	
OTU_1663	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	
OTU_1664	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	YC-ZSS-LKJ63	
OTU_1665	Bacteria	Hydrothermae	Hydrothermae	Hydrothermae	Hydrothermae	Hydrothermae	
OTU_1666	Bacteria	LCP-89	LCP-89	LCP-89	LCP-89	LCP-89	
OTU_1667	Bacteria	Latescibacterota	Unassign	Unassign	Unassign	Unassign	
OTU_1668	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus_Latescibacter	
OTU_1669	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Latescibacteraceae	
OTU_1670	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	
OTU_1671	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	
OTU_1672	Bacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	Margulisbacteria	
OTU_1673	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)	
OTU_1674	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Unassign	
OTU_1675	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Candidatus_Methylomirabilis	
OTU_1676	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	
OTU_1677	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Z114MB74	
OTU_1678	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	
OTU_1679	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	
OTU_1680	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	WX65	
OTU_1681	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	Unassign	
OTU_1682	Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	Moduliflexaceae	
OTU_1683	Bacteria	Myxococcota	Unassign	Unassign	Unassign	Unassign	
OTU_1684	Bacteria	Myxococcota	Myxococcia	Myxococcales	Unassign	Unassign	
OTU_1685	Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492R	
OTU_1686	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	
OTU_1687	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unassign	
OTU_1688	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	
OTU_1689	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	
OTU_1690	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10	
OTU_1691	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Melittangium	
OTU_1692	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcaceae	
OTU_1693	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	
OTU_1694	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	
OTU_1695	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Pyxidicoccus	
OTU_1696	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Stigmatella	
OTU_1697	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unassign	
OTU_1698	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
OTU_1699	Bacteria	Myxococcota	Polyangia	Unassign	Unassign	Unassign	
OTU_1700	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	
OTU_1701	Bacteria	Myxococcota	Polyangia	FFCH16767	FFCH16767	FFCH16767	
OTU_1702	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	
OTU_1703	Bacteria	Myxococcota	Polyangia	MSB-4B10	MSB-4B10	MSB-4B10	
OTU_1704	Bacteria	Myxococcota	Polyangia	MidBa8	MidBa8	MidBa8	
OTU_1705	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Unassign	
OTU_1706	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystaceae	
OTU_1707	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	
OTU_1708	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Pseudenhygromyxa	
OTU_1709	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Unassign	
OTU_1710	Bacteria	Myxococcota	Polyangia	PS-B29	PS-B29	PS-B29	
OTU_1711	Bacteria	Myxococcota	Polyangia	Polyangiales	Unassign	Unassign	
OTU_1712	Bacteria	Myxococcota	Polyangia	Polyangiales	Amb-16S-1034	Amb-16S-1034	
OTU_1713	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	
OTU_1714	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	Eel-36e1D6	
OTU_1715	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	
OTU_1716	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unassign	
OTU_1717	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	
OTU_1718	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Byssovorax	
OTU_1719	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Jahnella	
OTU_1720	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Labilithrix	
OTU_1721	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	
OTU_1722	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	
OTU_1723	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	
OTU_1724	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	
OTU_1725	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unassign	
OTU_1726	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Unassign	
OTU_1727	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	
OTU_1728	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Unassign	
OTU_1729	Bacteria	Myxococcota	Polyangia	Polyangiales	Unassign	Unassign	
OTU_1730	Bacteria	Myxococcota	Polyangia	UASB-TL25	UASB-TL25	UASB-TL25	
OTU_1731	Bacteria	Myxococcota	Polyangia	VHS-B3-70	VHS-B3-70	VHS-B3-70	
OTU_1732	Bacteria	Myxococcota	Polyangia	VHS-B4-70	VHS-B4-70	VHS-B4-70	
OTU_1733	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	
OTU_1734	Bacteria	Myxococcota	bacteriap25	bacteriap25	bacteriap25	bacteriap25	
OTU_1735	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	
OTU_1736	Bacteria	NKB15	NKB15	NKB15	NKB15	NKB15	
OTU_1737	Bacteria	Nitrospinota	P9X2b3D02	P9X2b3D02	P9X2b3D02	P9X2b3D02	
OTU_1738	Bacteria	Nitrospirota	Unassign	Unassign	Unassign	Unassign	
OTU_1739	Bacteria	Nitrospirota	4-29-1	4-29-1	4-29-1	4-29-1	
