	Kingdom	Phylum	Class	Order	Family	Genus	
OTU_935	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cuspidothrix_LMECYA_163	
OTU_936	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cylindrospermum_NQAIF308	
OTU_937	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cylindrospermum_PCC-7417	
OTU_938	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Desmonostoc_PCC-7422	
OTU_939	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella_CENA298	
OTU_940	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella_PCC-9339	
OTU_941	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fortiea_PCC-7126	
OTU_942	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocladopsis_PCC-10914	
OTU_943	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia_PCC-9350	
OTU_944	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-7107	
OTU_945	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-73102	
OTU_946	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-7524	
OTU_947	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc_PCC-8976	
OTU_948	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostocaceae	
OTU_949	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema_PCC-7110	
OTU_950	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema_UTEX_2349	
OTU_951	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema_VB-61278	
OTU_952	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Sphaerospermopsis_BCCUSP55	
OTU_953	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Tolypothrix	
OTU_954	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Trichormus_HINDAK_2001-4	
OTU_955	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria_PCC-10802	
OTU_956	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria_PCC-6304	
OTU_957	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Unassign	
OTU_958	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Cephalothrix_SAG_75.79	
OTU_959	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema_PCC-6407	
OTU_960	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Phormidium_IAM_M-71	
OTU_961	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Planktothrix_NIVA-CYA_15	
OTU_962	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichocoleus_SAG_26.92	
OTU_963	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	
OTU_964	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Unassign	
OTU_965	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_PCC-7319	
OTU_966	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Unassign	Unassign	
OTU_967	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriia	Cyanobacteriia	Cyanobacteriia	
OTU_968	Bacteria	Cyanobacteria	Cyanobacteriia	Geitlerinematales	Geitlerinemataceae	Geitlerinema	
OTU_969	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Unassign	
OTU_970	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Arthronema_SAG_12.89	
OTU_971	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Chamaesiphon_PCC-7430	
OTU_972	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	HAVOmat113	
OTU_973	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	JSC-12	
OTU_974	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_BN43	
OTU_975	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_Es-Yyy1000	
OTU_976	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_FYG	
OTU_977	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_PCC-6306	
OTU_978	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Limnolyngbya_CHAB4449	
OTU_979	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Pantalinema	
OTU_980	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis_ANT.L52.6	
OTU_981	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	YB-42	
OTU_982	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	
OTU_983	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Unassign	
OTU_984	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA359	
OTU_985	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA518	
OTU_986	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	EcFYyy-200	
OTU_987	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2	
OTU_988	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_EcFYyyy-00	
OTU_989	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_VRUC_135	
OTU_990	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Oscillatoria_SAG_1459-8	
OTU_991	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Phormidium_CYN64	
OTU_992	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Phormidium_SAG_37.90	
OTU_993	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Pseudanabaena_NgrPSln22	
OTU_994	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	
OTU_995	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Unassign	
OTU_996	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Unassign	Unassign	
OTU_997	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Unassign	
OTU_998	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea_PCC-7104	
OTU_999	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilineaceae	
OTU_1000	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis_ANT.LACV5.1	
OTU_1001	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidium_MBIC10003	
OTU_1002	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena_PCC-7429	
OTU_1003	Bacteria	Cyanobacteria	Cyanobacteriia	RD017	RD017	RD017	
OTU_1004	Bacteria	Cyanobacteria	Cyanobacteriia	SepB-3	SepB-3	SepB-3	
OTU_1005	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Unassign	
OTU_1006	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU_1007	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	
OTU_1008	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcaceae	Unassign	
OTU_1009	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Cyanothece_PCC_7425	
OTU_1010	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Loriellopsis_LF-B5	
OTU_1011	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Synechococcus_IR11	
OTU_1012	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	
OTU_1013	Bacteria	Cyanobacteria	Vampirivibrionia	Unassign	Unassign	Unassign	
OTU_1014	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	Caenarcaniphilales	Caenarcaniphilales	
OTU_1015	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Gastranaerophilales	Gastranaerophilales	
OTU_1016	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unassign	
OTU_1017	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	
OTU_1018	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	
OTU_1019	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Unassign	Unassign	
OTU_1020	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Unassign	
OTU_1021	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio	
OTU_1022	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrionaceae	
OTU_1023	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionales	Vampirovibrionales	
OTU_1024	Bacteria	DTB120	DTB120	DTB120	DTB120	DTB120	
OTU_1025	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Dadabacteriales	Dadabacteriales	
OTU_1026	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	
OTU_1027	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	
OTU_1028	Bacteria	Deferrisomatota	Defferrisomatia	Defferrisomatales	Defferrisomataceae	Deferrisoma	
OTU_1029	Bacteria	Deinococcota	Deinococci	Unassign	Unassign	Unassign	
OTU_1030	Bacteria	Deinococcota	Deinococci	Deinococcales	Unassign	Unassign	
OTU_1031	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Unassign	
OTU_1032	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinobacterium	
OTU_1033	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
OTU_1034	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Unassign	
OTU_1035	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	
OTU_1036	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	
OTU_1037	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	
OTU_1038	Bacteria	Dependentiae	Babeliae	Babeliales	Unassign	Unassign	
OTU_1039	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae	
OTU_1040	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	
OTU_1041	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	UBA12409	
OTU_1042	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	UBA12411	
OTU_1043	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	
OTU_1044	Bacteria	Desulfobacterota	Unassign	Unassign	Unassign	Unassign	
OTU_1045	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Unassign	
OTU_1046	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Unassign	
OTU_1047	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	
OTU_1048	Bacteria	Desulfobacterota	Desulfobacteria	Unassign	Unassign	Unassign	
OTU_1049	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	
OTU_1050	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Unassign	Unassign	
OTU_1051	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Unassign	
OTU_1052	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Unassign	
OTU_1053	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Unassign	
OTU_1054	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatirhabdium	
OTU_1055	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	
OTU_1056	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfonatronobacter	
OTU_1057	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081_sediment_group	
OTU_1058	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Unassign	Unassign	
OTU_1059	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Unassign	
OTU_1060	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	
OTU_1061	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Unassign	
OTU_1062	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Unassign	
OTU_1063	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	
OTU_1064	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfoprunum	
OTU_1065	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	
OTU_1066	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Unassign	
OTU_1067	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	
OTU_1068	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	
OTU_1069	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Unassign	Unassign	
OTU_1070	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	
OTU_1071	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus	
OTU_1072	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	
OTU_1073	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	
OTU_1074	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unassign	
OTU_1075	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
OTU_1076	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
OTU_1077	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	
OTU_1078	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unassign	
OTU_1079	Bacteria	Desulfobacterota	Desulfuromonadia	Unassign	Unassign	Unassign	
OTU_1080	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	
OTU_1081	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Unassign	Unassign	
OTU_1082	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Unassign	
OTU_1083	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Desulfuromonadaceae	
OTU_1084	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Desulfuromonas	
OTU_1085	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Geoalkalibacteraceae	Geoalkalibacter	
OTU_1086	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Geothermobacteraceae	Geothermobacter	
OTU_1087	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Unassign	Unassign	
OTU_1088	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Unassign	
OTU_1089	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	
OTU_1090	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	
OTU_1091	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacteraceae	
OTU_1092	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	
OTU_1093	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	
OTU_1094	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Unassign	
OTU_1095	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	
OTU_1096	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Unassign	Unassign	
OTU_1097	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	
OTU_1098	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	
OTU_1099	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Unassign	Unassign	
OTU_1100	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Unassign	Unassign	
OTU_1101	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Unassign	
OTU_1102	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	
OTU_1103	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	
OTU_1104	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	
OTU_1105	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Unassign	
OTU_1106	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Unassign	Unassign	
OTU_1107	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	
OTU_1108	Bacteria	Desulfobacterota	Unassign	Unassign	Unassign	Unassign	
OTU_1109	Bacteria	Elusimicrobiota	Unassign	Unassign	Unassign	Unassign	
OTU_1110	Bacteria	Elusimicrobiota	Elusimicrobia	FCPU453	FCPU453	FCPU453	
OTU_1111	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	
OTU_1112	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	MVP-88	MVP-88	
OTU_1113	Bacteria	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	
OTU_1114	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	
OTU_1115	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	
OTU_1116	Bacteria	Elusimicrobiota	Lineage_IIb	Lineage_IIb	Lineage_IIb	Lineage_IIb	
OTU_1117	Bacteria	Elusimicrobiota	Lineage_IIc	Lineage_IIc	Lineage_IIc	Lineage_IIc	
OTU_1118	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unassign	
OTU_1119	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella	
OTU_1120	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Entotheonellaceae	
OTU_1121	Bacteria	FCPU426	FCPU426	FCPU426	FCPU426	FCPU426	
OTU_1122	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	Fermentibacteraceae	
OTU_1123	Bacteria	Fibrobacterota	Chitinivibrionia	Unassign	Unassign	Unassign	
OTU_1124	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Unassign	Unassign	
OTU_1125	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B122	B122	
OTU_1126	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B5-096	B5-096	
OTU_1127	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Candidatus_Raymondbacteria	Candidatus_Raymondbacteria	
OTU_1128	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unassign	
OTU_1129	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	
OTU_1130	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_04	
OTU_1131	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_06	
OTU_1132	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unassign	
OTU_1133	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacterales	BBMC-4	
OTU_1134	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	TG3	TG3	
OTU_1135	Bacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	
OTU_1136	Bacteria	Firmicutes	Unassign	Unassign	Unassign	Unassign	
OTU_1137	Bacteria	Firmicutes	BRH-c20a	BRH-c20a	BRH-c20a	BRH-c20a	
OTU_1138	Bacteria	Firmicutes	Bacilli	Unassign	Unassign	Unassign	
OTU_1139	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Unassign	
OTU_1140	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	
OTU_1141	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	
OTU_1142	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus_Phytoplasma	
OTU_1143	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Unassign	
OTU_1144	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Acidibacillus	
OTU_1145	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	
OTU_1146	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Effusibacillus	
OTU_1147	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	
OTU_1148	Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	
OTU_1149	Bacteria	Firmicutes	Bacilli	Bacillales	Unassign	Unassign	
OTU_1150	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassign	
OTU_1151	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	
OTU_1152	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	
OTU_1153	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	
OTU_1154	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aureibacillus	
OTU_1155	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_1156	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	
OTU_1157	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola	
OTU_1158	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	
OTU_1159	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	
OTU_1160	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Filobacillus	
OTU_1161	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
OTU_1162	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	
OTU_1163	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	
OTU_1164	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
OTU_1165	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_1166	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	
OTU_1167	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	
OTU_1168	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus	
OTU_1169	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
OTU_1170	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	
OTU_1171	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	
OTU_1172	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Thalassobacillus	
OTU_1173	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Thermolongibacillus	
OTU_1174	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	
